,0.001,0.0001,1e-05,1e-06
0.1,1.0,0.9958129084967321,0.9122753267973857,0.8807189542483661
0.3,1.0,0.8960886437908497,0.8832209967320263,0.7830882352941176
0.5,0.9958129084967321,0.9668096405228758,0.8456903594771241,0.8972120098039216
0.7,0.9978043300653595,0.8864889705882352,0.8443116830065359,0.6955167483660131
0.9,0.9497038398692811,0.8571282679738562,0.8526348039215687,0.8040236928104576
